"","year","id","ballot","age","childs","sibs","degree","race","sex","region","income16","relig","marital","padeg","madeg","partyid","polviews","happy","partners","grass","zodiac","pres12","wtssall","income_rc","agegrp","ageq","siblings","kids","religion","bigregion","partners_rc","obama"
"403",2016,403,3,45,5,3,"Junior College","White","Female","South Atlantic","$150000 to $169999","Protestant","Married","Junior College","High School","Ind,near Rep","Slightly Conservative","Pretty Happy","1 Partner","Not Legal","Pisces",2,1.56436336297524,"Gt $150000","Age 35-45","Age 34-49","3","4+","Protestant","South","1",0
"404",2016,404,2,34,1,1,"High School","Black","Male","South Atlantic","$60000 to 74999",,"Never Married",NA,"High School",NA,"Moderate","Pretty Happy","1 Partner","Not Legal","Gemini",NA,1.43549026723566,"Gt $60000","Age 18-35","Age 18-34","1","1",NA,"South","1",NA
"405",2016,405,1,44,3,1,"Graduate","Other","Male","South Atlantic","$170000 or over","None","Married","Bachelor","Lt High School","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Taurus",2,1.56436336297524,"Gt $170000","Age 35-45","Age 34-49","1","3","None","South",NA,0
"406",2016,406,3,66,1,1,"High School","White","Female","South Atlantic","$90000 to $109999","Catholic","Married","High School","High School","Strong Democrat","Slightly Liberal","Very Happy","1 Partner","Legal","Scorpio",1,0.956993511490439,"Gt $90000","Age 65+","Age 62+","1","1","Catholic","South","1",1
"407",2016,407,2,53,3,2,"High School","White","Female","South Atlantic","$130000 to $149999","Catholic","Married","High School","High School","Not Str Republican","Moderate","Not Too Happy","1 Partner","Legal","Aries",2,2.34654504446286,"Gt $130000","Age 45-55","Age 49-62","2","3","Catholic","South","1",0
"408",2016,408,2,59,0,1,"Graduate","Other","Female","South Atlantic","$110000 to $129999","None","Divorced","Bachelor","High School","Strong Democrat","Extremely Liberal","Very Happy","No Partners","Legal","Pisces",1,0.782181681487619,"Gt $110000","Age 55-65","Age 49-62","1","0","None","South","0",1
"409",2016,409,1,43,3,1,"Bachelor","White","Female","South Atlantic","$170000 or over","None","Married","Bachelor","Bachelor","Not Str Democrat","Slightly Liberal","Very Happy",,NA,"Pisces",1,1.56436336297524,"Gt $170000","Age 35-45","Age 34-49","1","3","None","South",NA,1
"410",2016,410,1,44,0,2,"Graduate","White","Male","South Atlantic","$40000 to 49999","Catholic","Never Married","High School",,"Strong Democrat","Slightly Liberal","Not Too Happy",NA,NA,"Scorpio",1,0.782181681487619,"Gt $40000","Age 35-45","Age 34-49","2","0","Catholic","South",NA,1
"411",2016,411,2,68,0,1,"Graduate","White","Male","South Atlantic","$15000 to 17499","None","Never Married","High School","Lt High School","Not Str Democrat",,"Pretty Happy",NA,"Not Legal","Gemini",1,0.782181681487619,"Gt $15000","Age 65+","Age 62+","1","0","None","South",NA,1
"412",2016,412,3,37,2,2,"Bachelor","White","Male","South Atlantic","$75000 to $89999","Protestant","Married",,"High School","Ind,near Rep","Conservative","Pretty Happy","1 Partner","Not Legal","Capricorn",2,0.956993511490439,"Gt $75000","Age 35-45","Age 34-49","2","2","Protestant","South","1",0
"413",2016,413,2,37,1,8,"High School","White","Male","South Atlantic","$150000 to $169999","Protestant","Married","Bachelor","Graduate","Ind,near Rep","Moderate","Pretty Happy","1 Partner","Legal","Capricorn",2,0.956993511490439,"Gt $150000","Age 35-45","Age 34-49","6+","1","Protestant","South","1",0
"414",2016,414,1,48,5,3,"Graduate","White","Male","South Atlantic","$90000 to $109999","Protestant","Married","Graduate","Junior College","Independent","Conservative","Pretty Happy",,NA,"Cancer",2,2.34654504446286,"Gt $90000","Age 45-55","Age 34-49","3","4+","Protestant","South",NA,0
"415",2016,415,1,34,2,3,"High School","Black","Female","South Atlantic","$22500 to 24999","Protestant","Divorced","High School","Junior College","Independent","Moderate","Pretty Happy",,NA,"Pisces",NA,0.478496755745219,"Gt $20000","Age 18-35","Age 18-34","3","2","Protestant","South",NA,NA
"416",2016,416,3,25,2,1,"High School","Black","Male","South Atlantic","$50000 to 59999","Protestant","Married",,"Graduate","Not Str Republican","Conservative","Pretty Happy","1 Partner","Not Legal","Virgo",2,0.478496755745219,"Gt $50000","Age 18-35","Age 18-34","1","2","Protestant","South","1",0
"417",2016,417,1,44,4,6,"High School","White","Female","South Atlantic","$40000 to 49999","Other","Divorced","High School","High School","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Capricorn",1,0.782181681487619,"Gt $40000","Age 35-45","Age 34-49","6+","4+","Other","South",NA,1
"418",2016,418,3,63,3,6,"Lt High School","Black","Female","South Atlantic",,"Protestant","Married",NA,"High School","Strong Democrat","Conservative","Very Happy","1 Partner","Not Legal","Capricorn",1,0.956993511490439,NA,"Age 55-65","Age 62+","6+","3","Protestant","South","1",1
"419",2016,419,2,26,0,2,"High School","Black","Male","South Atlantic",,"Protestant","Never Married",NA,"Junior College","Independent","Slightly Liberal","Pretty Happy","No Partners","Not Legal","Sagittarius",NA,0.956993511490439,NA,"Age 18-35","Age 18-34","2","0","Protestant","South","0",NA
"420",2016,420,1,64,3,9,"High School","Black","Female","South Atlantic","$20000 to 22499","Catholic","Divorced","High School","High School","Ind,near Dem","Moderate","Not Too Happy",,NA,"Gemini",NA,0.478496755745219,"Gt $20000","Age 55-65","Age 62+","6+","3","Catholic","South",NA,NA
"421",2016,421,2,21,0,1,"High School","White","Male","South Atlantic","$35000 to 39999","Protestant","Never Married","Lt High School","Lt High School","Ind,near Dem","Moderate","Pretty Happy",,"Not Legal","Leo",NA,1.43549026723566,"Gt $35000","Age 18-35","Age 18-34","1","0","Protestant","South",NA,NA
"422",2016,422,1,31,2,4,"Lt High School","Black","Female","South Atlantic","$50000 to 59999","Protestant","Married","Graduate","High School","Strong Democrat","Liberal","Very Happy",,NA,"Virgo",1,0.956993511490439,"Gt $50000","Age 18-35","Age 18-34","4","2","Protestant","South",NA,1
"423",2016,423,2,27,2,3,"High School","White","Female","South Atlantic","$40000 to 49999","Moslem/Islam","Married","Lt High School","Lt High School","Strong Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Aquarius",1,1.43549026723566,"Gt $40000","Age 18-35","Age 18-34","3","2","Other","South","1",1
"424",2016,424,3,53,2,5,"Graduate","White","Female","South Atlantic","$170000 or over","None","Married","Bachelor","High School","Strong Democrat","Liberal","Very Happy","1 Partner","Legal","Aquarius",1,2.34654504446286,"Gt $170000","Age 45-55","Age 49-62","5","2","None","South","1",1
"425",2016,425,2,70,2,4,"Graduate","White","Female","South Atlantic","$90000 to $109999","None","Widowed","Bachelor","High School","Not Str Democrat","Slightly Liberal","Pretty Happy","2 Partners","Legal","Virgo",2,0.782181681487619,"Gt $90000","Age 65+","Age 62+","4","2","None","South","2",0
"426",2016,426,3,53,1,2,"Bachelor","White","Female","South Atlantic",,"Other","Married","Bachelor","Bachelor","Other Party","Moderate","Pretty Happy",NA,"Not Legal",NA,NA,1.56436336297524,NA,"Age 45-55","Age 49-62","2","1","Other","South",NA,NA
"427",2016,427,1,59,2,3,"Graduate","White","Male","South Atlantic","$170000 or over","None","Married","Lt High School","Lt High School","Ind,near Dem","Liberal","Pretty Happy",,NA,"Pisces",1,1.56436336297524,"Gt $170000","Age 55-65","Age 49-62","3","2","None","South",NA,1
"428",2016,428,1,47,2,1,"Graduate","White","Male","South Atlantic","$170000 or over","Catholic","Married","Bachelor","High School","Ind,near Dem","Slightly Liberal","Pretty Happy",,NA,"Leo",1,1.56436336297524,"Gt $170000","Age 45-55","Age 34-49","1","2","Catholic","South",NA,1
"429",2016,429,2,27,0,2,"High School","Black","Male","South Atlantic","$90000 to $109999","Moslem/Islam","Never Married","Junior College","Bachelor","Ind,near Dem","Liberal","Pretty Happy","4 Partners","Legal","Libra",1,1.43549026723566,"Gt $90000","Age 18-35","Age 18-34","2","0","Other","South","4+",1
"430",2016,430,1,52,2,6,"Lt High School","Other","Male","South Atlantic","$50000 to 59999","Protestant","Married","Lt High School","Lt High School","Not Str Democrat","Slightly Conservative","Not Too Happy",,NA,"Gemini",NA,1.43549026723566,"Gt $50000","Age 45-55","Age 49-62","6+","2","Protestant","South",NA,NA
"431",2016,431,3,26,0,4,"Lt High School","Other","Female","South Atlantic","$60000 to 74999","Catholic","Never Married",,"Junior College","Ind,near Dem","Liberal","Pretty Happy","4 Partners","Legal","Virgo",1,0.956993511490439,"Gt $60000","Age 18-35","Age 18-34","4","0","Catholic","South","4+",1
"432",2016,432,2,24,1,3,"High School","White","Female","South Atlantic","under $1 000","Catholic","Never Married","High School","High School","Independent","Conservative","Pretty Happy","2 Partners","Legal","Taurus",,0.956993511490439,"Gt $0","Age 18-35","Age 18-34","3","1","Catholic","South","2",NA
"433",2016,433,3,25,3,1,"High School","Other","Female","South Atlantic","$30000 to 34999","Protestant","Never Married",,"Lt High School","Not Str Democrat","Moderate","Not Too Happy","1 Partner","Legal","Virgo",NA,0.956993511490439,"Gt $30000","Age 18-35","Age 18-34","1","3","Protestant","South","1",NA
"434",2016,434,3,44,1,6,"Lt High School","Other","Male","South Atlantic","$60000 to 74999","Catholic","Married","Lt High School","Lt High School","Not Str Democrat","Liberal","Very Happy","1 Partner","Not Legal","Scorpio",1,0.956993511490439,"Gt $60000","Age 35-45","Age 34-49","6+","1","Catholic","South","1",1
"435",2016,435,3,29,0,1,"High School","White","Male","South Atlantic","$40000 to 49999","None","Never Married","Lt High School","High School","Not Str Republican","Conservative","Pretty Happy","1 Partner","Not Legal","Capricorn",2,0.478496755745219,"Gt $40000","Age 18-35","Age 18-34","1","0","None","South","1",0
"436",2016,436,2,57,0,1,"Bachelor","White","Female","South Atlantic","$130000 to $149999","Protestant","Never Married","High School","High School","Ind,near Rep","Slightly Conservative","Pretty Happy","1 Partner","Not Legal","Virgo",2,1.56436336297524,"Gt $130000","Age 55-65","Age 49-62","1","0","Protestant","South","1",0
"437",2016,437,1,61,3,2,"High School","White","Male","South Atlantic",,"Protestant","Married","Lt High School","High School","Strong Republican","Moderate","Very Happy",NA,NA,"Taurus",2,0.956993511490439,NA,"Age 55-65","Age 49-62","2","3","Protestant","South",NA,0
"438",2016,438,1,66,3,3,"High School","White","Male","South Atlantic","$90000 to $109999","None","Divorced","Lt High School","Lt High School","Strong Democrat","Slightly Conservative","Pretty Happy",,NA,"Virgo",1,0.782181681487619,"Gt $90000","Age 65+","Age 62+","3","3","None","South",NA,1
"439",2016,439,2,48,3,13,"Lt High School","Black","Female","New England","$8 000 to 9 999","None","Never Married",,"High School","Ind,near Rep","Extremely Liberal","Very Happy","No Partners","Legal","Libra",NA,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","6+","3","None","Northeast","0",NA
"440",2016,440,1,26,0,3,"Bachelor","White","Male","New England","$15000 to 17499","None","Never Married","Graduate","Bachelor","Ind,near Dem","Liberal","Pretty Happy",,NA,"Virgo",1,0.782181681487619,"Gt $15000","Age 18-35","Age 18-34","3","0","None","Northeast",NA,1
"441",2016,441,3,29,0,1,"Bachelor","White","Female","New England","$75000 to $89999","Protestant","Never Married","Bachelor","Bachelor","Not Str Democrat","Slightly Liberal","Very Happy","1 Partner","Legal","Leo",1,0.956993511490439,"Gt $75000","Age 18-35","Age 18-34","1","0","Protestant","Northeast","1",1
"442",2016,442,2,48,0,3,"Graduate","White","Male","New England","$170000 or over","Protestant","Divorced","Bachelor","High School","Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Not Legal","Sagittarius",1,0.956993511490439,"Gt $170000","Age 45-55","Age 34-49","3","0","Protestant","Northeast","1",1
"443",2016,443,3,30,0,1,"Bachelor","White","Male","New England","$30000 to 34999","None","Never Married","Graduate","Graduate","Not Str Democrat","Liberal","Very Happy","1 Partner","Legal","Scorpio",1,0.956993511490439,"Gt $30000","Age 18-35","Age 18-34","1","0","None","Northeast","1",1
"444",2016,444,3,56,2,6,"High School","White","Male","New England","$25000 to 29999","Protestant","Married","Bachelor",,"Ind,near Dem","Slightly Conservative","Pretty Happy","1 Partner","Legal","Aquarius",1,0.956993511490439,"Gt $25000","Age 55-65","Age 49-62","6+","2","Protestant","Northeast","1",1
"445",2016,445,1,28,0,6,"High School","White","Male","New England","$60000 to 74999","Protestant","Never Married",,"High School","Ind,near Rep","Slightly Conservative","Pretty Happy",NA,NA,"Pisces",NA,3.12872672595048,"Gt $60000","Age 18-35","Age 18-34","6+","0","Protestant","Northeast",NA,NA
"446",2016,446,2,,0,1,"High School","Other","Female","New England",NA,"Catholic","Married","High School","High School","Independent","Moderate","Very Happy",NA,"Legal","Taurus",NA,0.956993511490439,NA,NA,NA,"1","0","Catholic","Northeast",NA,NA
"447",2016,447,1,65,1,7,"High School","White","Male","New England","$50000 to 59999","Catholic","Divorced","High School","High School","Not Str Democrat","Moderate","Pretty Happy",,NA,"Pisces",2,0.478496755745219,"Gt $50000","Age 55-65","Age 62+","6+","1","Catholic","Northeast",NA,0
"448",2016,448,2,43,3,6,"High School","White","Male","New England","$50000 to 59999","Catholic","Married",,"High School","Independent","Extremely Liberal","Very Happy","1 Partner","Legal","Sagittarius",1,0.956993511490439,"Gt $50000","Age 35-45","Age 34-49","6+","3","Catholic","Northeast","1",1
"449",2016,449,1,49,2,2,"Bachelor","White","Male","New England","$170000 or over","Protestant","Married","Bachelor","Bachelor","Not Str Democrat","Slightly Liberal","Very Happy",,NA,"Scorpio",1,0.956993511490439,"Gt $170000","Age 45-55","Age 34-49","2","2","Protestant","Northeast",NA,1
"450",2016,450,2,19,0,0,"High School","White","Female","New England","$60000 to 74999","Catholic","Never Married","High School","High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Cancer",,1.43549026723566,"Gt $60000","Age 18-35","Age 18-34","0","0","Catholic","Northeast","1",NA
"451",2016,451,1,30,0,2,"High School","White","Female","New England","$25000 to 29999","Catholic","Married","High School","High School","Ind,near Dem","Slightly Conservative","Pretty Happy",,NA,"Sagittarius",2,0.956993511490439,"Gt $25000","Age 18-35","Age 18-34","2","0","Catholic","Northeast",NA,0
"452",2016,452,3,67,3,3,"High School","White","Male","New England","$75000 to $89999","None","Married","High School","Junior College","Ind,near Dem","Moderate","Pretty Happy","No Partners","Legal","Libra",1,1.56436336297524,"Gt $75000","Age 65+","Age 62+","3","3","None","Northeast","0",1
"453",2016,453,2,37,0,2,"High School","White","Female","New England",,"Catholic","Never Married","High School","High School","Independent","Moderate","Pretty Happy","1 Partner","Legal","Leo",NA,1.56436336297524,NA,"Age 35-45","Age 34-49","2","0","Catholic","Northeast","1",NA
"454",2016,454,2,40,0,1,"High School","White","Male","New England","$35000 to 39999","None","Never Married","Graduate","Bachelor","Strong Democrat","Extremely Liberal","Not Too Happy","No Partners","Legal","Aries",1,1.43549026723566,"Gt $35000","Age 35-45","Age 34-49","1","0","None","Northeast","0",1
"455",2016,455,1,65,3,2,"Graduate","White","Male","New England","$25000 to 29999","Catholic","Never Married","Bachelor","High School","Ind,near Dem","Moderate","Pretty Happy",,NA,NA,NA,0.478496755745219,"Gt $25000","Age 55-65","Age 62+","2","3","Catholic","Northeast",NA,NA
"456",2016,456,3,63,0,4,"High School","White","Female","New England","$10000 to 12499","Christian","Never Married","Lt High School","High School","Not Str Democrat","Slightly Conservative","Not Too Happy","No Partners","Not Legal","Taurus",2,0.478496755745219,"Gt $10000","Age 55-65","Age 62+","4","0","Other","Northeast","0",0
"457",2016,457,1,34,1,1,"Graduate","Other","Female","New England","$170000 or over","Hinduism","Married","Lt High School","Lt High School","Not Str Democrat","Slightly Liberal","Very Happy",,NA,"Cancer",1,0.956993511490439,"Gt $170000","Age 18-35","Age 18-34","1","1","Other","Northeast",NA,1
"458",2016,458,3,37,2,4,"Bachelor","White","Female","New England","$170000 or over","Protestant","Married","Bachelor","Bachelor","Not Str Republican","Moderate","Very Happy","1 Partner","Not Legal","Pisces",2,0.956993511490439,"Gt $170000","Age 35-45","Age 34-49","4","2","Protestant","Northeast","1",0
"459",2016,459,2,48,2,2,"Bachelor","White","Female","New England","$170000 or over","Catholic","Divorced","High School","High School","Not Str Republican","Moderate","Pretty Happy","3 Partners","Legal","Cancer",,0.478496755745219,"Gt $170000","Age 45-55","Age 34-49","2","2","Catholic","Northeast","3",NA
"460",2016,460,1,81,5,3,"High School","White","Male","New England",,"Catholic","Married","Lt High School","High School","Ind,near Dem","Moderate","Very Happy",NA,NA,"Sagittarius",1,0.956993511490439,NA,"Age 65+","Age 62+","3","4+","Catholic","Northeast",NA,1
"461",2016,461,3,58,1,3,"Graduate","White","Female","New England","$170000 or over","Protestant","Married","Bachelor","High School","Strong Democrat","Extremely Liberal","Pretty Happy","1 Partner","Legal","Gemini",1,1.43549026723566,"Gt $170000","Age 55-65","Age 49-62","3","1","Protestant","Northeast","1",1
"462",2016,462,2,64,1,1,"Graduate","White","Female","New England",,"Protestant","Divorced","Bachelor","Bachelor","Independent","Moderate","Pretty Happy",NA,"Legal","Aries",2,1.56436336297524,NA,"Age 55-65","Age 62+","1","1","Protestant","Northeast",NA,0
"463",2016,463,3,37,0,2,"Graduate","White","Female","New England","$170000 or over","None","Never Married","Graduate","Junior College","Strong Democrat","Liberal","Pretty Happy","2 Partners","Legal","Virgo",1,0.956993511490439,"Gt $170000","Age 35-45","Age 34-49","2","0","None","Northeast","2",1
"464",2016,464,2,66,1,1,"Bachelor","White","Male","New England","$170000 or over","Protestant","Married","Bachelor","Junior College","Ind,near Dem","Liberal","Pretty Happy","1 Partner","Legal","Cancer",1,0.956993511490439,"Gt $170000","Age 65+","Age 62+","1","1","Protestant","Northeast","1",1
"465",2016,465,3,31,0,1,"Bachelor","White","Male","New England","$60000 to 74999","Catholic","Never Married",,"Junior College","Strong Republican","Slightly Conservative","Very Happy","1 Partner","Legal",NA,2,0.478496755745219,"Gt $60000","Age 18-35","Age 18-34","1","0","Catholic","Northeast","1",0
"466",2016,466,2,64,2,10,"Bachelor","White","Male","New England","$110000 to $129999","None","Married","High School","High School","Ind,near Rep","Slightly Conservative","Very Happy","1 or More, # Unknown","Legal","Cancer",2,1.43549026723566,"Gt $110000","Age 55-65","Age 62+","6+","2","None","Northeast",,0
"467",2016,467,1,57,1,6,"Graduate","White","Female","New England","$130000 to $149999","Catholic","Never Married","Bachelor","High School","Strong Democrat","Liberal","Pretty Happy",,NA,"Pisces",1,0.478496755745219,"Gt $130000","Age 55-65","Age 49-62","6+","1","Catholic","Northeast",NA,1
"468",2016,468,3,59,2,1,"Graduate","White","Female","New England","$170000 or over","None","Married",,"High School","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Aquarius",1,0.956993511490439,"Gt $170000","Age 55-65","Age 49-62","1","2","None","Northeast","1",1
"469",2016,469,2,29,0,3,"Bachelor","White","Female","New England","$110000 to $129999","Catholic","Married","Graduate","High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Sagittarius",,1.91398702298088,"Gt $110000","Age 18-35","Age 18-34","3","0","Catholic","Northeast","1",NA
"470",2016,470,1,59,2,2,"Bachelor","White","Male","New England","$170000 or over","Jewish","Married",,"High School","Strong Democrat","Extremely Liberal","Pretty Happy",NA,NA,"Leo",1,1.56436336297524,"Gt $170000","Age 55-65","Age 49-62","2","2","Jewish","Northeast",NA,1
"471",2016,471,3,59,4,7,"Graduate","White","Female","New England","$170000 or over","Catholic","Married","Lt High School","Graduate","Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Legal","Taurus",1,0.956993511490439,"Gt $170000","Age 55-65","Age 49-62","6+","4+","Catholic","Northeast","1",1
"472",2016,472,2,71,2,1,"Bachelor","White","Male","New England","$130000 to $149999","Jewish","Married","High School","High School","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Pisces",1,0.956993511490439,"Gt $130000","Age 65+","Age 62+","1","2","Jewish","Northeast","1",1
"473",2016,473,2,36,1,4,"Graduate","White","Male","New England","$110000 to $129999","Protestant","Married","High School","High School","Not Str Republican","Slightly Conservative","Not Too Happy","2 Partners","Not Legal","Libra",2,0.782181681487619,"Gt $110000","Age 35-45","Age 34-49","4","1","Protestant","Northeast","2",0
"474",2016,474,1,29,0,2,"High School","White","Male","New England","$40000 to 49999","Jewish","Never Married","Graduate","Bachelor","Not Str Democrat","Liberal","Pretty Happy",,NA,"Leo",NA,0.956993511490439,"Gt $40000","Age 18-35","Age 18-34","2","0","Jewish","Northeast",NA,NA
"475",2016,475,3,28,0,2,"Graduate","White","Male","New England","$110000 to $129999","None","Married","Graduate","High School","Not Str Democrat","Liberal","Very Happy","1 Partner","Legal","Pisces",,0.956993511490439,"Gt $110000","Age 18-35","Age 18-34","2","0","None","Northeast","1",NA
"476",2016,476,2,76,4,7,"High School","Black","Female","New England","$40000 to 49999","Protestant","Separated",,NA,"Ind,near Dem","Moderate","Pretty Happy","No Partners","Legal","Taurus",NA,0.956993511490439,"Gt $40000","Age 65+","Age 62+","6+","4+","Protestant","Northeast","0",NA
"477",2016,477,1,71,5,4,"Lt High School","White","Female","New England","$30000 to 34999","Catholic","Widowed",,NA,"Independent","Moderate","Pretty Happy",NA,NA,"Aquarius",NA,0.478496755745219,"Gt $30000","Age 65+","Age 62+","4","4+","Catholic","Northeast",NA,NA
"478",2016,478,2,24,0,2,"Bachelor","White","Male","New England","$35000 to 39999","None","Never Married","Graduate","Bachelor","Not Str Democrat","Liberal","Pretty Happy","1 Partner","Legal","Taurus",,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","2","0","None","Northeast","1",NA
"479",2016,479,1,61,7,6,"High School","White","Female","New England","$40000 to 49999","None","Never Married",,"High School","Independent","Extremely Liberal","Pretty Happy",NA,NA,"Aquarius",1,1.43549026723566,"Gt $40000","Age 55-65","Age 49-62","6+","4+","None","Northeast",NA,1
"480",2016,480,3,34,0,1,"Graduate","Other","Female","New England","$10000 to 12499","Protestant","Divorced","Graduate","Graduate","Strong Democrat","Liberal","Pretty Happy","2 Partners","Not Legal","Aquarius",1,0.782181681487619,"Gt $10000","Age 18-35","Age 18-34","1","0","Protestant","Northeast","2",1
"481",2016,481,1,48,0,2,"High School","White","Male","New England","$8 000 to 9 999","Catholic","Never Married","High School","High School","Independent","Moderate","Not Too Happy",,NA,"Leo",1,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","2","0","Catholic","Northeast",NA,1
"482",2016,482,3,27,0,2,"Bachelor","White","Male","New England","$40000 to 49999","None","Never Married","Graduate","Graduate","Ind,near Dem","Liberal","Pretty Happy","4 Partners","Legal","Scorpio",1,1.43549026723566,"Gt $40000","Age 18-35","Age 18-34","2","0","None","Northeast","4+",1
"483",2016,483,3,26,0,1,"Bachelor","White","Female","New England","$75000 to $89999","Protestant","Never Married","Bachelor","High School","Ind,near Rep","Slightly Conservative","Very Happy","1 Partner","Not Legal","Sagittarius",,1.43549026723566,"Gt $75000","Age 18-35","Age 18-34","1","0","Protestant","Northeast","1",NA
"484",2016,484,1,31,0,3,"High School","Other","Female","New England","$30000 to 34999","Catholic","Married",,"Bachelor","Not Str Democrat","Moderate","Pretty Happy",NA,NA,"Aquarius",1,0.956993511490439,"Gt $30000","Age 18-35","Age 18-34","3","0","Catholic","Northeast",NA,1
"485",2016,485,2,61,0,6,"Junior College","White","Female","New England","$130000 to $149999","Catholic","Married","High School","High School","Ind,near Rep","Conservative","Pretty Happy","1 Partner","Not Legal","Gemini",2,0.956993511490439,"Gt $130000","Age 55-65","Age 49-62","6+","0","Catholic","Northeast","1",0
"486",2016,486,3,44,3,4,"Graduate","White","Female","New England","$150000 to $169999","Catholic","Married","Bachelor","Graduate","Ind,near Rep","Moderate","Pretty Happy","1 Partner","Not Legal","Capricorn",2,0.956993511490439,"Gt $150000","Age 35-45","Age 34-49","4","3","Catholic","Northeast","1",0
"487",2016,487,2,84,2,0,"Junior College","White","Male","New England","$90000 to $109999","None","Married",,"High School","Ind,near Rep","Slightly Conservative","Not Too Happy","No Partners","Not Legal","Capricorn",2,0.956993511490439,"Gt $90000","Age 65+","Age 62+","0","2","None","Northeast","0",0
"488",2016,488,1,73,0,1,"Graduate","White","Male","New England","$110000 to $129999","Protestant","Never Married","High School","High School","Strong Democrat","Extremely Liberal","Pretty Happy",,NA,"Virgo",1,0.478496755745219,"Gt $110000","Age 65+","Age 62+","1","0","Protestant","Northeast",NA,1
"489",2016,489,3,37,1,1,"High School","White","Male","New England","$170000 or over","None","Married","Bachelor",,"Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner",NA,"Pisces",NA,1.43549026723566,"Gt $170000","Age 35-45","Age 34-49","1","1","None","Northeast","1",NA
"490",2016,490,3,82,2,4,"Junior College","White","Female","New England","$75000 to $89999","Catholic","Widowed",,"High School","Ind,near Rep","Slightly Conservative","Pretty Happy","No Partners","Not Legal","Aquarius",2,0.782181681487619,"Gt $75000","Age 65+","Age 62+","4","2","Catholic","Northeast","0",0
"491",2016,491,3,29,1,3,"High School","Other","Male","New England","$40000 to 49999","None","Never Married","Lt High School","Lt High School","Ind,near Dem","Slightly Conservative","Very Happy","1 Partner","Not Legal","Aries",,1.43549026723566,"Gt $40000","Age 18-35","Age 18-34","3","1","None","Northeast","1",NA
"492",2016,492,2,72,2,9,"High School","White","Female","New England",,"Catholic","Married","Lt High School","Lt High School","Strong Democrat","Extremely Conservative","Not Too Happy",NA,"Legal","Aries",1,0.956993511490439,NA,"Age 65+","Age 62+","6+","2","Catholic","Northeast",NA,1
"493",2016,493,2,37,1,8,"Lt High School","Other","Male","New England","$10000 to 12499","Catholic","Never Married","Lt High School","Lt High School","Not Str Republican","Extremely Liberal","Not Too Happy","2 Partners","Not Legal","Aquarius",,1.43549026723566,"Gt $10000","Age 35-45","Age 34-49","6+","1","Catholic","Northeast","2",NA
"494",2016,494,3,32,0,0,"Graduate","Other","Male","New England","$17500 to 19999","None","Never Married","Graduate","Graduate","Ind,near Dem","Liberal","Not Too Happy","No Partners","Not Legal","Sagittarius",,0.956993511490439,"Gt $15000","Age 18-35","Age 18-34","0","0","None","Northeast","0",NA
"495",2016,495,2,23,1,3,"High School","Other","Female","New England",,"Catholic","Married","Lt High School","Lt High School","Independent",NA,"Very Happy","1 Partner","Not Legal","Aries",NA,1.43549026723566,NA,"Age 18-35","Age 18-34","3","1","Catholic","Northeast","1",NA
"496",2016,496,1,50,3,8,"High School","Other","Male","New England","$30000 to 34999","Catholic","Divorced","Lt High School",,"Ind,near Rep","Moderate","Very Happy",NA,NA,"Capricorn",NA,1.43549026723566,"Gt $30000","Age 45-55","Age 49-62","6+","3","Catholic","Northeast",NA,NA
"497",2016,497,1,34,0,2,"High School","White","Male","New England","$75000 to $89999","Catholic","Married","Lt High School","Lt High School","Not Str Republican","Conservative","Very Happy",,NA,"Cancer",NA,0.956993511490439,"Gt $75000","Age 18-35","Age 18-34","2","0","Catholic","Northeast",NA,NA
"498",2016,498,2,42,3,2,"High School","White","Female","New England","$60000 to 74999","None","Divorced","Graduate","High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Sagittarius",,0.478496755745219,"Gt $60000","Age 35-45","Age 34-49","2","3","None","Northeast","1",NA
"499",2016,499,3,58,2,3,"High School","White","Female","New England","$90000 to $109999","Catholic","Married","Lt High School","Lt High School","Independent","Liberal","Very Happy","1 Partner","Legal","Virgo",1,0.956993511490439,"Gt $90000","Age 55-65","Age 49-62","3","2","Catholic","Northeast","1",1
"500",2016,500,2,33,3,1,"High School","White","Female","New England","$10000 to 12499","Catholic","Divorced",,"High School","Strong Democrat","Extremely Liberal","Pretty Happy","1 Partner","Legal","Virgo",1,0.478496755745219,"Gt $10000","Age 18-35","Age 18-34","1","3","Catholic","Northeast","1",1
"501",2016,501,1,58,2,8,"High School","White","Female","New England","$50000 to 59999","Catholic","Never Married",,NA,"Independent","Moderate","Pretty Happy",NA,NA,"Sagittarius",NA,1.56436336297524,"Gt $50000","Age 55-65","Age 49-62","6+","2","Catholic","Northeast",NA,NA
